id,title,studio,performers,performer_count,all_tags,tag_count,content_type,is_vr,width,height,resolution,resolution_tier,bitrate_mbps,duration_min,size_gb,codec,rating,play_count,o_counter,quality_score,processing_tier,recommendation,path,tag_vr,tag_pov,tag_anal,tag_blowjob,tag_creampie,tag_facial,tag_threesome,tag_lesbian,tag_milf,tag_teen,tag_bbc,tag_interracial,tag_bondage,tag_bdsm,tag_solo,tag_masturbation,tag_squirt,tag_big_tits,tag_big_ass,tag_blonde,tag_brunette,tag_redhead,tag_asian,tag_latina,tag_ebony,tag_european
1417,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Babes | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Latina | Masturbation | Natural Tits | POV | straight | Thick | Threesome | Threesome (BBU) | Toys,20,Flat,False,1920,1080,1920x1080,1080p,12.1,63.0,5.35,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Two Latina Babes Get Their Thick Asses Fucked (2006)/Two Latina Babes Get Their Thick Asses Fucked (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,Yes,,
1414,"Nasty Tails #06, Scene #02",Rocco Siffredi,Tory Lane | Judith Fox,2,Anal | Ass | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Threesome (BGU) | Toys,19,Flat,False,1920,1080,1920x1080,1080p,12.2,51.9,4.41,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Dirty Girls Angelina and Tory Lane Get It Up the Ass (2006)/Dirty Girls Angelina and Tory Lane Get It Up the Ass (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1404,"Animal Trainer #22, Scene #02",Rocco Siffredi,Rocco Siffredi | Aisha San | Michael Chapman | Angie Labelle | Jessica Night A,5,Anal | Asian | Ass to mouth | Big Dick | Blonde | Blowjob | Deepthroat | Facial | Fishnets | Hardcore | Interracial | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Step Mother | straight | Tattoos,20,Flat,False,1920,1080,1920x1080,1080p,12.2,43.3,3.68,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/The Sinful Stepmother (2006)/The Sinful Stepmother (2006).mp4,,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,,,
1408,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Joslyn James | Nicole Bexley,8,Anal | Ass | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Food | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,23,Flat,False,1920,1080,1920x1080,1080p,12.1,35.3,2.98,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Joslyn James's Ass Gets Filled with Food (2006)/Joslyn James's Ass Gets Filled with Food (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1410,"Nasty Tails #06, Scene #02",Rocco Siffredi,Kendra Lust | Judith Fox,2,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Tease | Threesome | Threesome (BBU) | Threesome (BGU) | Toys,19,Flat,False,1920,1080,1920x1080,1080p,12.1,53.0,4.49,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Big Booty Babe Kendra Lust Is a Seductive Tease (2006)/Big Booty Babe Kendra Lust Is a Seductive Tease (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1409,"Nasty Tails #06, Scene #02",Rocco Siffredi,Puma Swede | Judith Fox,2,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Threesome (BGU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,12.1,50.0,4.24,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Puma Swede Has Got Quite the Dirty Mouth (2006)/Puma Swede Has Got Quite the Dirty Mouth (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1407,"Nasty Tails #06, Scene #02",Rocco Siffredi,Joslyn James | Judith Fox,2,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Threesome (BGU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,12.2,52.8,4.49,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Buzz Cut Joslyn James Breaks All the Rules (2006)/Buzz Cut Joslyn James Breaks All the Rules (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1406,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | Pussy | straight | Threesome | Threesome (BBU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,10.2,47.7,3.38,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Pussy Too Bomb (2006)/Pussy Too Bomb (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1405,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,7.7,48.4,2.62,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Semen Shots #07 (2006)/Semen Shots #07 (2006).m4v,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1403,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1078,1920x1078,1080p,12.2,64.2,5.46,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Foxxy Sistah Finds Her Mister (2006)/Foxxy Sistah Finds Her Mister (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1402,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | Riding | straight | Threesome | Threesome (BBU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,12.1,66.6,5.64,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Riding a Harley (2006)/Riding a Harley (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1400,"Animal Trainer #22, Scene #02",Rocco Siffredi,Rocco Siffredi | Aisha San | Michael Chapman | Angie Labelle | Jessica Night A,5,Anal | Asian | Ass to mouth | Big Dick | Blonde | Blowjob | Deepthroat | Facial | Fishnets | Hardcore | Interracial | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | straight | Tattoos,19,Flat,False,1920,1080,1920x1080,1080p,12.2,39.9,3.39,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),"/data/library/Library/Jellyfin/2D/Devil's Film/Anal Skills, Scene #03 (2006)/Anal Skills, Scene #03 (2006).mp4",,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,,,
1397,"Animal Trainer #22, Scene #02",Rocco Siffredi,Rocco Siffredi | Aisha San | Michael Chapman | Angie Labelle | Jessica Night A,5,Anal | Asian | Ass to mouth | Big Dick | Blonde | Blowjob | Deepthroat | Facial | Fishnets | Hardcore | Interracial | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | straight | Tattoos | Wet,20,Flat,False,1920,1080,1920x1080,1080p,5.6,39.4,1.55,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/The Wet T Shirt Contest (2006)/The Wet T Shirt Contest (2006).mp4,,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,,,
1401,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,12.2,28.2,2.4,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Bonus Filthy Cocksucking Auditions (2006)/Bonus Filthy Cocksucking Auditions (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1399,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.1,77.1,6.51,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/media/Flat_1080p/1080p_210.mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1398,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox | Diamond Kitty,2,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Threesome (BUU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,10.4,51.4,3.72,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Busty Diamond Kitty's Bouncing Big Booty Anal (2006)/Busty Diamond Kitty's Bouncing Big Booty Anal (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1396,"Nasty Tails #06, Scene #02",Rocco Siffredi,Jayden Lee | Judith Fox,2,Anal | Asian | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | Orgasm | POV | Squirting | straight | Threesome | Threesome (BBU) | Threesome (BGU) | Toys,21,Flat,False,1920,1080,1920x1080,1080p,11.5,48.9,3.93,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Busty Jayden Lee's Squirting Asian Orgasm (2006)/Busty Jayden Lee's Squirting Asian Orgasm (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,Yes,,,,Yes,,Yes,,,
1395,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,5.2,70.8,2.59,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/All Up in Cali & Avery's Asses (2006)/All Up in Cali & Avery's Asses (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1394,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,5.2,70.2,2.57,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Dirty Deeds with Demi (2006)/Dirty Deeds with Demi (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1393,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,5.2,62.3,2.28,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Body Talk with Cassidy (2006)/Body Talk with Cassidy (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1392,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.2,77.2,6.57,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Lana and Riley Team Up (2006)/Lana and Riley Team Up (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1391,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.2,75.6,6.43,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Servicing Brooklyn's Behind (2006)/Servicing Brooklyn's Behind (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1390,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,12.2,68.9,5.86,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Tapping Kagney's Ass (2006)/Tapping Kagney's Ass (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1389,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.2,56.3,4.79,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Anal Tag Team with Adriana and Jynx (2006)/Anal Tag Team with Adriana and Jynx (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1388,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.2,50.7,4.32,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Girlfriends Films/Ava's Last Anal Ride (2025)/Ava's Last Anal Ride (2025).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1387,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,10.3,75.4,5.43,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Anything Goes with Julie and Kira (2006)/Anything Goes with Julie and Kira (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1386,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,18,Flat,False,1920,1080,1920x1080,1080p,12.2,66.6,5.65,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Tit and Ass Fucking with Anissa and Sharon (2006)/Tit and Ass Fucking with Anissa and Sharon (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1385,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,12.2,47.2,4.01,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Nia's First Anal (2006)/Nia's First Anal (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1381,"Animal Trainer #22, Scene #02",Rocco Siffredi,Rocco Siffredi | Aisha San | Michael Chapman | Angie Labelle | Jessica Night A,5,Anal | Asian | Ass to mouth | Big Dick | Blonde | Blowjob | Deepthroat | Facial | Fishnets | Hardcore | Interracial | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | straight | Tattoos,19,Flat,False,1920,1080,1920x1080,1080p,11.1,40.9,3.18,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Anya (2006)/Anya (2006).mp4,,Yes,Yes,Yes,,Yes,,Yes,,,,Yes,,,,,,,,Yes,,,Yes,,,
1383,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,4.6,35.9,1.15,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Anal Assistance (2006)/Anal Assistance (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1382,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Milf | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,22,Flat,False,1920,1080,1920x1080,1080p,4.8,30.4,1.02,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Horny MILF Hookup (2006)/Horny MILF Hookup (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,Yes,,,,,,,,,,,,Yes,Yes,,,,
1380,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Creampie | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,22,Flat,False,1920,1080,1920x1080,1080p,7.1,27.1,1.34,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Naughty Nanny Creampie (2006)/Naughty Nanny Creampie (2006).mp4,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1379,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys | VR,22,VR,True,1920,1012,1920x1012,1080p,10.2,24.8,1.77,h264,0,0,0,60.0,tier3_local,Low-res→4K (Local),/data/library/Library/Jellyfin/VR/BaDoinkVR/Triple D Delight (2023)/Triple D Delight (2023).mp4,Yes,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1384,"Nasty Tails #06, Scene #02",Rocco Siffredi,Judith Fox,1,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | College | Cumshot | Double Penetration | Fishnets | Hardcore | Masturbation | Natural Tits | POV | straight | Threesome | Threesome (BBU) | Toys,17,Flat,False,1920,1080,1920x1080,1080p,5.3,59.3,2.17,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Anal Delight with Emma (2006)/Anal Delight with Emma (2006).mp4,,Yes,Yes,Yes,,,Yes,,,,,,,,,Yes,,,,,Yes,,,,,
1378,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1012,1920x1012,1080p,9.5,23.4,1.55,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Urban Hottie (2006)/Urban Hottie (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1377,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | Squirt | straight | Tattoos | Threesome | Toys,22,Flat,False,1920,1080,1920x1080,1080p,5.7,27.2,1.07,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Morning Squirt (2006)/Morning Squirt (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,Yes,,,,Yes,Yes,,,,
1376,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,8.1,37.6,2.14,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/Vivica (2006)/Vivica (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1375,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,9.4,29.3,1.92,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/media/Flat_1080p/1080p_175.mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1374,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,5.7,23.0,0.91,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/library/Library/Jellyfin/2D/Devil's Film/My Roommate's Big Dick (2006)/My Roommate's Big Dick (2006).mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
1372,"Animal Trainer #22, Scene #03",Rocco Siffredi,Rocco Siffredi | Jazz Duro | Petty Pol | Aisha San | Omar Galanti | James Brossman | Nicole Bexley,7,Anal | Ass to mouth | Big Dick | Blowjob | Brunette | Colored Hair | Deepthroat | Facial | Fishnets | Hardcore | leather | Lesbian | Natural Tits | open mouth facial | pantyhose | POV | Redhead | straight | Tattoos | Threesome | Toys,21,Flat,False,1920,1080,1920x1080,1080p,2.7,23.2,0.44,h264,0,0,0,60.0,tier3_local,1080p→4K (Local),/data/media/Flat_1080p/1080p_171.mp4,,Yes,Yes,Yes,,Yes,Yes,Yes,,,,,,,,,,,,,Yes,Yes,,,,
